name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Kyiv,2023-12-28,4.6,-0.2,1.8,2.8,-3.3,-0.8,-1.9,76.4,0,0,0,,0,0,34.6,14.4,241.4,1020.8,65.5,20,,,,,2023-12-28T07:58:23,2023-12-28T16:00:21,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2023-12-29,7.7,4,5.7,5.8,0.8,3.5,2.8,81.9,0.3,100,8.33,rain,0,0,32,14.4,249.6,1014.2,82.2,20,,,,,2023-12-29T07:58:32,2023-12-29T16:01:12,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"remote,33345099999"
Kyiv,2023-12-30,9.2,3.7,6.4,7.5,0.9,4,2.6,77.4,0.1,100,4.17,rain,0,0,45.7,18,244.8,1011.7,85.8,20,,,,,2023-12-30T07:58:37,2023-12-30T16:02:05,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,33345099999"
Kyiv,2023-12-31,5.8,0.4,3.4,2.6,-0.6,0.8,-0.7,74.7,0,0,0,,0,0,43.2,15.8,272.2,1014.7,53.7,20,,,,,2023-12-31T07:58:40,2023-12-31T16:03:02,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-01-01,4,-0.8,1.8,2.9,-3.4,0.5,0.2,89.2,0.8,100,25,"rain,snow",0.1,0,20.2,7.9,165.5,1011.2,93.6,12.8,,,,,2024-01-01T07:58:39,2024-01-01T16:04:00,0.67,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"remote,33345099999"
Kyiv,2024-01-02,4.3,-5.6,0,1.6,-10,-4.3,-3.2,79.5,0.9,100,8.33,rain,0,0,52.6,22,285.4,1005.6,95.8,18.3,,,,,2024-01-02T07:58:35,2024-01-02T16:05:02,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"remote,33345099999"
Kyiv,2024-01-03,-2.1,-6.8,-4.5,-3.1,-10.4,-7.8,-6.3,87,9,100,4.17,snow,5.4,1.9,32.8,13.3,115.4,1005.5,99.4,8.7,,,,,2024-01-03T07:58:28,2024-01-03T16:06:06,0.74,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"remote,33345099999"
Kyiv,2024-01-04,3.5,-1.1,1,2.5,-3.1,0.7,0.6,97.4,7,100,8.33,"rain,snow",1.2,5.6,19.4,5.4,235.5,996.8,98,1.7,,,,,2024-01-04T07:58:17,2024-01-04T16:07:12,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"remote,33345099999"
Kyiv,2024-01-05,4.2,-6.3,0.3,2.1,-8.6,-2.3,-1.8,85.9,2,100,8.33,"rain,snow",0,3.5,42.8,18,287.1,1006.1,77.5,11.5,,,,,2024-01-05T07:58:04,2024-01-05T16:08:21,0.8,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"remote,33345099999"
Kyiv,2024-01-06,-0.2,-5.6,-2.4,-0.2,-8.4,-3.9,-5,82.5,0,0,0,,0,2.9,27.4,14.4,134.4,1014.6,88.3,16.3,,,,,2024-01-06T07:57:47,2024-01-06T16:09:32,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-01-07,-2.6,-11.1,-7.5,-7.1,-18.9,-13.4,-11.3,74.4,0,0,0,,0,2.8,40.7,18,46.6,1017.9,99.4,17.5,,,,,2024-01-07T07:57:27,2024-01-07T16:10:46,0.87,Overcast,Cloudy skies throughout the day.,cloudy,"remote,33345099999"
Kyiv,2024-01-08,-10.7,-15.6,-12.9,-17.9,-23.5,-20.2,-17.3,70,0,0,0,,0,2.9,41,18,24.4,1024.1,85.6,20,,,,,2024-01-08T07:57:04,2024-01-08T16:12:01,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-01-09,-4.8,-14.9,-10.6,-9.3,-22,-15.9,-14.2,75.4,0.2,100,4.17,snow,0,3,30.2,14.4,313.2,1031.5,59,12.3,,,,,2024-01-09T07:56:38,2024-01-09T16:13:19,0.93,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"remote,33345099999"
Kyiv,2024-01-10,-3.1,-6.8,-4.4,-6.1,-12.2,-8.9,-6,88.1,0.2,100,4.17,snow,0.2,3.2,39.6,15.5,286.9,1025.4,97.3,12.3,,,,,2024-01-10T07:56:08,2024-01-10T16:14:39,0.97,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"remote,33345099999"
Kyiv,2024-01-11,-1.6,-4.1,-3,-6.3,-10.6,-8,-4.7,88.1,0.2,100,4.17,"rain,snow",0.7,3.5,40.3,25.2,280.3,1012.2,99.9,3.3,,,,,2024-01-11T07:55:36,2024-01-11T16:16:00,0,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"remote,33345099999"
Kyiv,2024-01-12,-3.1,-11.9,-9.3,-8.7,-16.6,-13.8,-14.3,67.4,1,100,4.17,snow,0,3.6,46.1,17.3,333.4,1018,48.3,20,,,,,2024-01-12T07:55:01,2024-01-12T16:17:24,0.03,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"remote,33345099999"
Kyiv,2024-01-13,-7.1,-11.1,-9,-7.6,-16.9,-12,-11,85.2,2.7,100,8.33,snow,2.5,5.1,29.9,11.9,153.4,1011.7,93.7,14.9,,,,,2024-01-13T07:54:23,2024-01-13T16:18:49,0.07,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"remote,33345099999"
Kyiv,2024-01-14,-0.9,-9.3,-4,-4.7,-10.3,-7,-5.4,90,2.9,100,8.33,snow,0.7,5.8,33.5,14.4,202.7,1004.7,98.5,6.3,,,,,2024-01-14T07:53:41,2024-01-14T16:20:16,0.1,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"remote,33345099999"
Kyiv,2024-01-15,0.1,-3,-1.3,-3.7,-7.4,-5.3,-4.5,79.6,0.2,100,4.17,"rain,snow",0.1,5.7,34.9,14.4,215.8,999.1,82,20,,,,,2024-01-15T07:52:57,2024-01-15T16:21:45,0.14,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"remote,33345099999"
Kyiv,2024-01-16,-0.3,-5.8,-2.6,-4,-10.5,-6.6,-7.1,71.4,0,0,0,,0,5.6,46.1,18,260.3,1001.1,60.7,20,,,,,2024-01-16T07:52:10,2024-01-16T16:23:15,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-01-17,-3.3,-9.8,-7.7,-6.1,-13.9,-10.7,-11.9,72.2,0,0,0,,0,6,29.2,11.5,211,1016.1,5.7,20,,,,,2024-01-17T07:51:21,2024-01-17T16:24:46,0.21,Clear,Clear conditions throughout the day.,clear-day,"remote,33345099999"
Kyiv,2024-01-18,3.6,-8.1,-0.3,1.1,-13.7,-4,-1.6,91.2,3.5,100,8.33,"rain,snow",1.5,5.8,36.4,18,164.3,1000.5,99.4,11.3,,,,,2024-01-18T07:50:28,2024-01-18T16:26:19,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"remote,33345099999"
Kyiv,2024-01-19,2.4,-0.8,0.8,2.4,-4.3,-1.9,-1.3,86.4,3,100,4.17,"rain,snow",0,3.1,33.5,14.4,334.9,1005.3,99,14.2,,,,,2024-01-19T07:49:33,2024-01-19T16:27:53,0.28,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"remote,33345099999"
Kyiv,2024-01-20,-0.7,-2.8,-1.8,-3.8,-8.5,-5.6,-5.9,73.5,0,0,0,,0,2.4,34.6,18,289.5,1019.8,90.6,20,,,,,2024-01-20T07:48:35,2024-01-20T16:29:29,0.31,Overcast,Cloudy skies throughout the day.,cloudy,"remote,33345099999"
Kyiv,2024-01-21,-0.1,-4.1,-1.8,-2.9,-6.8,-5.1,-4.1,84.5,2.4,100,8.33,"rain,snow",1.5,3.3,31.7,14.4,310.6,1027.9,97.6,14,,,,,2024-01-21T07:47:35,2024-01-21T16:31:05,0.35,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"remote,33345099999"
Kyiv,2024-01-22,-2.2,-6.9,-4,-4.4,-9,-7.1,-7.3,78,0,0,0,,0,3.1,40.7,18,170.4,1035,76.7,20,,,,,2024-01-22T07:46:32,2024-01-22T16:32:43,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-01-23,0.5,-2.5,-0.7,-3,-7.8,-5.2,-3.3,82.9,0.9,100,4.17,"rain,snow",0.7,2.8,42.1,25.2,190.7,1024.7,99.7,12.3,,,,,2024-01-23T07:45:26,2024-01-23T16:34:21,0.42,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"remote,33345099999"
Kyiv,2024-01-24,2.4,-0.1,0.9,-0.5,-4.9,-2.7,-0.5,91.1,1.4,100,8.33,"rain,snow",1.5,3.3,36.4,18,212.7,1019.2,96,7.1,,,,,2024-01-24T07:44:18,2024-01-24T16:36:00,0.45,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"remote,33345099999"
Kyiv,2024-01-25,4.1,0.9,2.5,0.9,-3,-0.6,1.4,92.3,5,100,8.33,"rain,snow",0.2,2,33.8,14.4,255.1,1004.1,98.7,10.3,,,,,2024-01-25T07:43:07,2024-01-25T16:37:41,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"remote,33345099999"
Kyiv,2024-01-26,1.8,0.4,1.1,0.7,-2.6,-1.6,0.1,93,2.3,100,8.33,"rain,snow",0.3,0.8,27,10.8,307.8,1010.4,95.9,9.7,,,,,2024-01-26T07:41:55,2024-01-26T16:39:22,0.52,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"remote,33345099999"
Kyiv,2024-01-27,1.6,0.3,0.8,0.6,-2.5,-1.6,-0.5,91.1,0.5,100,4.17,"rain,snow",0.2,0.7,23.4,10.8,323.5,1017.8,96.3,18.3,,,,,2024-01-27T07:40:40,2024-01-27T16:41:03,0.55,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"remote,33345099999"
Kyiv,2024-01-28,0.9,-1.1,0.1,-2.3,-6.9,-3.1,-1.7,87.7,0.1,100,4.17,"rain,snow",0.1,0.3,27.4,21.6,347.5,1031.1,98.7,12.8,,,,,2024-01-28T07:39:22,2024-01-28T16:42:46,0.59,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"remote,33345099999"
Kyiv,2024-01-29,1.2,-4.1,-1.5,1.2,-6.1,-2.7,-5,77.7,0,0,0,,0,0,20.9,10.8,334.6,1040.2,70.7,20,,,,,2024-01-29T07:38:03,2024-01-29T16:44:29,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-01-30,3.9,-3.6,-0.7,1.1,-6.6,-3.5,-5,72.9,0,0,0,,0,0,24.5,14.4,251.3,1038.3,44.1,20,,,,,2024-01-30T07:36:41,2024-01-30T16:46:12,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-01-31,6.9,-1.3,1.5,4.7,-4,-1.3,-4.2,66.7,0,0,0,,0,0,28.1,14.4,252.5,1030.5,80.4,20,,,,,2024-01-31T07:35:17,2024-01-31T16:47:56,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-02-01,6.1,0.7,2.9,2.8,-2.4,-0.2,-0.1,81.4,0.4,100,8.33,rain,0,0,40.7,16.6,259.5,1018.8,81.9,18.8,,,,,2024-02-01T07:33:51,2024-02-01T16:49:40,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,33345099999"
Kyiv,2024-02-02,3.6,0.6,1.9,0.5,-3.1,-1.6,-2.9,71.2,0,0,0,,0,0,47.5,17.3,286.8,1015.7,71.5,20,,,,,2024-02-02T07:32:23,2024-02-02T16:51:25,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-02-03,6.4,0.1,2.6,4.1,-4.2,-1.1,0.7,87.5,3.7,100,8.33,"rain,snow",1.1,0.5,41,18,253.4,1007.2,95.5,14.9,,,,,2024-02-03T07:30:53,2024-02-03T16:53:10,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"remote,33345099999"
Kyiv,2024-02-04,6.6,2.4,5,4,-1.4,2,0.5,72.8,0.1,100,4.17,rain,0,0,46.1,18,276.3,1003.7,80.9,20,,,,,2024-02-04T07:29:21,2024-02-04T16:54:55,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"remote,33345099999"
Kyiv,2024-02-05,5.6,0.7,3.2,2,-3.2,-0.9,-0.2,78.9,9,100,8.33,rain,0,0,67,21.6,274.6,996.3,86.7,16,,,,,2024-02-05T07:27:48,2024-02-05T16:56:40,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,33345099999"
Kyiv,2024-02-06,5.9,0.4,2.1,3,-3.1,-0.3,-0.6,82.6,2,100,4.17,rain,0,0,47.2,18,264.2,1002.9,96.7,15.7,,,,,2024-02-06T07:26:12,2024-02-06T16:58:26,0.88,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"remote,33345099999"
Kyiv,2024-02-07,9.7,2.7,6.8,6.4,-0.3,3.6,2.6,74.7,2,100,4.17,rain,0,0,54.4,28.8,251.4,996.6,97,20,,,,,2024-02-07T07:24:35,2024-02-07T17:00:12,0.92,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"remote,33345099999"
Kyiv,2024-02-08,3.3,-1.6,1.3,1.1,-2.1,-0.7,-1.8,80.1,0.4,100,4.17,"rain,snow",0,0,37.1,14.8,286.6,1004.5,96.8,20,,,,,2024-02-08T07:22:56,2024-02-08T17:01:57,0.95,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"remote,33345099999"
Kyiv,2024-02-09,-0.3,-2.3,-1.2,-3.2,-5.3,-4.3,-2.3,92.5,7.7,100,8.33,"rain,snow",4.9,4.6,27.4,10.4,100.8,1006.3,99,5.7,,,,,2024-02-09T07:21:16,2024-02-09T17:03:43,0.98,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"remote,33345099999"
Kyiv,2024-02-10,0.7,-1.6,-0.6,0.1,-5.8,-3.7,-1.3,95.4,11,100,8.33,"rain,snow",1.1,7.9,29.5,14.4,112.3,1006.8,100,2.2,,,,,2024-02-10T07:19:34,2024-02-10T17:05:29,0,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"remote,33345099999"
Kyiv,2024-02-11,3.1,0.1,1.7,1.6,-2.3,-0.3,1.5,99,0.1,100,4.17,rain,0,6.1,25.6,10.8,122.6,1007.2,100,0.3,,,,,2024-02-11T07:17:50,2024-02-11T17:07:14,0.05,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"remote,33345099999"
Kyiv,2024-02-12,7.3,1.9,4.9,7.3,1.9,4.7,4.5,97.9,0.2,100,8.33,rain,0,3.5,15.8,7.2,133.8,1004.8,99.9,0.8,,,,,2024-02-12T07:16:05,2024-02-12T17:09:00,0.08,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"remote,33345099999"
Kyiv,2024-02-13,9.2,3.4,6.7,9.2,3.4,6.5,5.6,93.2,1,100,4.17,rain,0,1.8,24.5,7.2,136.7,1008,98.6,5.9,,,,,2024-02-13T07:14:18,2024-02-13T17:10:46,0.12,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"remote,33345099999"
Kyiv,2024-02-14,6.3,2.7,4.5,6.3,-0.3,2.4,3.8,95.5,5.3,100,8.33,rain,0,0.9,25.6,14.4,337.7,1015.8,100,1.3,,,,,2024-02-14T07:12:30,2024-02-14T17:12:31,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"remote,33345099999"
Kyiv,2024-02-15,2.8,1.6,2.1,2.2,-2,-0.3,1.2,94,0.1,100,4.17,rain,0,0,25.2,14.4,348.4,1024.6,100,4.7,,,,,2024-02-15T07:10:41,2024-02-15T17:14:16,0.19,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"remote,33345099999"
Kyiv,2024-02-16,3.3,0.6,2.2,3.2,-0.9,1.7,1.2,93,0,0,0,,0,0,17.3,6.8,80.7,1028.6,99.8,2.7,,,,,2024-02-16T07:08:50,2024-02-16T17:16:02,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"remote,33345099999"
Kyiv,2024-02-17,2,-1.1,0.7,0.6,-3.2,-1.4,-0.5,92.1,0,0,0,,0,0,26.6,10.4,179.3,1027.6,98.6,2.6,,,,,2024-02-17T07:06:58,2024-02-17T17:17:47,0.26,Overcast,Cloudy skies throughout the day.,cloudy,"remote,33345099999"
Kyiv,2024-02-18,4.7,-0.6,2.1,3.2,-4.3,-1,-1,80.8,1.2,100,8.33,"rain,snow",0,0,40.7,15.8,325.2,1027,92.8,15.7,,,,,2024-02-18T07:05:05,2024-02-18T17:19:31,0.29,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"remote,33345099999"
Kyiv,2024-02-19,2.4,-3.2,-1,2.4,-5.5,-2.2,-7.6,62.1,0,0,0,,0,0,19.4,7.2,92.6,1029.7,64.6,20,,,,,2024-02-19T07:03:10,2024-02-19T17:21:16,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-02-20,-0.3,-3.8,-1.4,-2.9,-6.9,-5.2,-4.3,80.7,0.6,100,4.17,"rain,snow",1.1,0.2,37.4,18,168.2,1024.1,95.8,14,,,,,2024-02-20T07:01:15,2024-02-20T17:23:00,0.36,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"remote,33345099999"
Kyiv,2024-02-21,6,0.2,3.3,4.9,-2.9,1.8,1.8,90.5,2.8,100,8.33,rain,0,0.3,29.2,10.4,239.7,1020,95,6,,,,,2024-02-21T06:59:18,2024-02-21T17:24:44,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"remote,33345099999"
Kyiv,2024-02-22,9.6,1.7,5.5,8,-0.5,4,2.7,82.9,0.2,100,4.17,rain,0,0,30.6,18,184.2,1015.8,93,14,,,,,2024-02-22T06:57:20,2024-02-22T17:26:28,0.43,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"remote,33345099999"
Kyiv,2024-02-23,8.5,3.9,6,6.1,0.1,3.1,3.2,82.2,0.4,100,8.33,rain,0,0,44.6,21.6,160.2,1013.9,99.2,20,,,,,2024-02-23T06:55:21,2024-02-23T17:28:12,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"remote,33345099999"
Kyiv,2024-02-24,10.1,5.1,7.5,10.1,2.3,5.3,3.9,78.2,0.6,100,4.17,rain,0,0,45.4,17.6,147.5,1018.2,98.1,18.6,,,,,2024-02-24T06:53:22,2024-02-24T17:29:55,0.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"remote,33345099999"
Kyiv,2024-02-25,7.6,3.1,5.8,5.4,1.1,3.2,2.1,77.6,2,100,4.17,rain,0,0,38.2,15.1,146.6,1021,99.9,18,,,,,2024-02-25T06:51:21,2024-02-25T17:31:38,0.53,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"remote,33345099999"
Kyiv,2024-02-26,7.9,2.2,4.3,5.7,-1.6,1.4,0,74.1,0,0,0,,0,0,33.5,14.4,136.3,1020.4,73.1,20,,,,,2024-02-26T06:49:19,2024-02-26T17:33:21,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-02-27,8.4,-0.8,2.9,6.5,-3.4,0.8,-1.4,74.5,0,0,0,,0,0,29.2,11.2,135.9,1024.6,58.8,20,,,,,2024-02-27T06:47:17,2024-02-27T17:35:04,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-02-28,9.2,-0.1,3.5,7.5,-2.6,1.6,-1.5,70.7,0,0,0,,0,0,29.9,11.9,147.3,1025.7,77.9,20,,,,,2024-02-28T06:45:13,2024-02-28T17:36:46,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-02-29,11.7,0.4,5.3,11.7,-2,4.2,-0.2,68.4,0,0,0,,0,0,24.8,10.8,169.2,1024.8,65.2,20,,,,,2024-02-29T06:43:09,2024-02-29T17:38:28,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-03-01,9.9,0.9,4.5,8.3,0.3,3.6,-1,68.7,0,0,0,,0,0,27.7,10.8,120.8,1023.8,56.9,17.1,,,,,2024-03-01T06:41:05,2024-03-01T17:40:09,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-03-02,8.2,-1.1,3.3,7,-2.7,1.9,-1.9,70.3,0,0,0,,0,0,28.8,10.8,93.8,1021.6,37.5,16.3,,,,,2024-03-02T06:38:59,2024-03-02T17:41:51,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-03-03,5.6,-0.7,1.9,2.8,-3.1,-0.3,-2,76.6,0,0,0,,0,0,34.2,14.4,95.9,1019.4,67.8,14.8,,,,,2024-03-03T06:36:53,2024-03-03T17:43:32,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-03-04,8.7,-1.2,2.9,7.6,-3.5,1.3,-1.2,75.7,0,0,0,,0,0,28.4,10.8,119.6,1019.3,76.9,17.5,,,,,2024-03-04T06:34:46,2024-03-04T17:45:13,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-03-05,9.4,0.1,4.7,8.4,0.1,3.9,-0.5,70.4,0,0,0,,0,0,23.4,8.3,70.4,1018.2,68.2,20,,,,,2024-03-05T06:32:38,2024-03-05T17:46:53,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-03-06,4.6,-0.8,2.3,2.5,-4.3,-0.2,-2,73.3,0.2,100,8.33,rain,0,0,29.5,11.5,46.9,1022.2,94.6,17.5,,,,,2024-03-06T06:30:30,2024-03-06T17:48:34,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"remote,33345099999"
Kyiv,2024-03-07,0.8,-3.3,-0.8,0.8,-4.4,-2.4,-5.5,70.6,0,0,0,,0,0,25.9,10.4,33.6,1025.6,82.3,20,,,,,2024-03-07T06:28:22,2024-03-07T17:50:14,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,33345099999"
Kyiv,2024-03-08,7.1,-4,0.9,6.9,-4,0.1,-6.6,59.7,0,0,0,,0,0,22.7,8.3,282.4,1021.6,3.2,20,,,,,2024-03-08T06:26:13,2024-03-08T17:51:53,0.93,Clear,Clear conditions throughout the day.,clear-day,"remote,33345099999"
